date,store,item,unitSold,sales,product_name,customer_name
01-07-2022,1,P28,150,1864.5,TechVault,Customer_187
01-07-2022,1,P28,24,970.8,TechVault,Customer_199
01-07-2022,1,P29,328,15842.4,HomeHaven,Customer_634
01-07-2022,1,P29,159,4962.39,HomeHaven,Customer_313
01-07-2022,1,P29,45,1637.55,HomeHaven,Customer_897
01-07-2022,1,P3,95,1689.1,SwiftCharger,Customer_955
01-07-2022,1,P3,478,12858.2,SwiftCharger,Customer_175
01-07-2022,1,P3,479,14805.89,SwiftCharger,Customer_415
01-07-2022,1,P3,207,7425.09,SwiftCharger,Customer_47
01-07-2022,1,P30,375,13627.5,PureGlow,Customer_455
01-07-2022,1,P30,184,3383.76,PureGlow,Customer_122
01-07-2022,1,P30,373,18198.67,PureGlow,Customer_269
01-07-2022,1,P31,349,5713.13,VitalCore,Customer_529
01-07-2022,1,P31,78,2221.44,VitalCore,Customer_343
01-07-2022,1,P31,282,6799.02,VitalCore,Customer_519
01-07-2022,2,P32,427,20098.89,CleanEdge,Customer_108
01-07-2022,2,P32,125,4220,CleanEdge,Customer_81
01-07-2022,2,P32,224,2573.76,CleanEdge,Customer_16
01-07-2022,2,P32,282,12681.54,CleanEdge,Customer_226
01-07-2022,2,P33,30,499.2,QuickBrew,Customer_620
01-07-2022,2,P33,473,19563.28,QuickBrew,Customer_47
01-07-2022,2,P33,46,1692.34,QuickBrew,Customer_491
01-07-2022,2,P34,165,6571.95,GlowEase,Customer_265
01-07-2022,2,P34,376,10343.76,GlowEase,Customer_280
01-07-2022,2,P34,204,7905,GlowEase,Customer_235
01-07-2022,2,P34,336,3622.08,GlowEase,Customer_91
01-07-2022,2,P35,398,19888.06,TaskPro,Customer_674
01-07-2022,2,P35,138,2842.8,TaskPro,Customer_342
01-07-2022,2,P35,190,6328.9,TaskPro,Customer_326
01-07-2022,2,P35,123,2986.44,TaskPro,Customer_305
01-07-2022,2,P36,55,669.9,BrightWay,Customer_653
01-07-2022,2,P36,97,1715.93,BrightWay,Customer_727
01-07-2022,3,P36,50,1502,BrightWay,Customer_340
01-07-2022,3,P37,73,1689.95,SoundSphere,Customer_615
01-07-2022,3,P37,359,7966.21,SoundSphere,Customer_859
01-07-2022,3,P37,395,8259.45,SoundSphere,Customer_182
01-07-2022,3,P37,142,6759.2,SoundSphere,Customer_735
01-07-2022,3,P38,277,9512.18,LuxeLine,Customer_619
01-07-2022,3,P38,160,2779.2,LuxeLine,Customer_440
01-07-2022,3,P38,342,14750.46,LuxeLine,Customer_669
01-07-2022,3,P38,401,10654.57,LuxeLine,Customer_222
01-07-2022,3,P39,232,11595.36,SnapEase,Customer_282
01-07-2022,3,P39,396,8561.52,SnapEase,Customer_305
01-07-2022,3,P39,61,2845.65,SnapEase,Customer_166
01-07-2022,3,P4,260,10428.6,GlowSkin,Customer_312
01-07-2022,3,P4,152,6694.08,GlowSkin,Customer_702
01-07-2022,3,P4,172,8015.2,GlowSkin,Customer_357
01-07-2022,3,P4,331,12995.06,GlowSkin,Customer_843
01-07-2022,3,P40,82,1426.8,ChillEase,Customer_423
01-07-2022,3,P40,225,2443.5,ChillEase,Customer_910
01-07-2022,3,P40,140,2086,ChillEase,Customer_716
01-07-2022,3,P41,24,579.84,GearFlex,Customer_922
01-07-2022,4,P41,62,1605.18,GearFlex,Customer_590
01-07-2022,4,P41,186,2062.74,GearFlex,Customer_673
01-07-2022,4,P42,394,19467.54,StyleCore,Customer_241
01-07-2022,4,P42,28,495.88,StyleCore,Customer_894
01-07-2022,4,P42,154,6075.3,StyleCore,Customer_862
01-07-2022,4,P42,272,12395.04,StyleCore,Customer_22
01-07-2022,4,P43,277,5947.19,FlexGuard,Customer_358
01-07-2022,4,P43,377,11389.17,FlexGuard,Customer_110
01-07-2022,4,P43,207,5379.93,FlexGuard,Customer_534
01-07-2022,4,P43,168,5118.96,FlexGuard,Customer_569
01-07-2022,4,P44,185,7940.2,SnapFit,Customer_437
01-07-2022,4,P44,249,4947.63,SnapFit,Customer_177
01-07-2022,4,P44,221,3416.66,SnapFit,Customer_142
01-07-2022,4,P44,490,18139.8,SnapFit,Customer_968
01-07-2022,4,P45,104,4559.36,GreenEase,Customer_328
01-07-2022,4,P45,51,963.39,GreenEase,Customer_520
01-07-2022,4,P45,141,5631.54,GreenEase,Customer_51
01-07-2022,4,P45,306,3353.76,GreenEase,Customer_507
01-07-2022,4,P46,411,8520.03,CozyLux,Customer_653
01-07-2022,4,P46,314,4399.14,CozyLux,Customer_205
01-07-2022,4,P46,138,2467.44,CozyLux,Customer_314
01-07-2022,1,P46,381,6454.14,CozyLux,Customer_583
01-07-2022,1,P47,220,3051.4,PowerSnap,Customer_784
01-07-2022,1,P47,170,3437.4,PowerSnap,Customer_405
01-07-2022,1,P47,205,6385.75,PowerSnap,Customer_417
01-07-2022,1,P47,160,2401.6,PowerSnap,Customer_403
01-07-2022,1,P48,213,7953.42,VisionEase,Customer_847
01-07-2022,1,P48,195,6895.2,VisionEase,Customer_877
01-07-2022,1,P48,242,4251.94,VisionEase,Customer_647
01-07-2022,1,P48,148,3552,VisionEase,Customer_127
01-07-2022,1,P49,475,14406.75,SwiftLift,Customer_689
01-07-2022,1,P49,335,4016.65,SwiftLift,Customer_711
01-07-2022,1,P49,125,1877.5,SwiftLift,Customer_67
01-07-2022,1,P49,315,5953.5,SwiftLift,Customer_201
01-07-2022,1,P5,375,5227.5,NutriBlend,Customer_973
01-07-2022,1,P5,169,7944.69,NutriBlend,Customer_308
01-07-2022,1,P5,236,6792.08,NutriBlend,Customer_37
01-07-2022,1,P50,162,4161.78,HandyPro,Customer_626
01-07-2022,1,P50,117,2137.59,HandyPro,Customer_378
01-07-2022,2,P50,298,14426.18,HandyPro,Customer_219
01-07-2022,2,P50,460,19839.8,HandyPro,Customer_481
01-07-2022,2,P6,390,10120.5,PowerDrive,Customer_692
01-07-2022,2,P6,260,3998.8,PowerDrive,Customer_618
01-07-2022,2,P6,193,8960.99,PowerDrive,Customer_780
01-07-2022,2,P6,37,1375.66,PowerDrive,Customer_355
01-07-2022,2,P7,318,6385.44,EasyTask,Customer_933
01-07-2022,2,P7,362,10291.66,EasyTask,Customer_391
01-07-2022,2,P7,243,5511.24,EasyTask,Customer_748
01-07-2022,2,P7,167,7995.96,EasyTask,Customer_675
01-07-2022,2,P8,59,2017.8,GlowNest,Customer_753
01-07-2022,2,P8,247,8141.12,GlowNest,Customer_440
01-07-2022,2,P8,132,2449.92,GlowNest,Customer_512
01-07-2022,2,P9,263,11493.1,PureCare,Customer_762
01-07-2022,2,P9,209,6420.48,PureCare,Customer_30
01-07-2022,2,P9,392,13669.04,PureCare,Customer_662
01-07-2022,2,P9,291,14078.58,PureCare,Customer_190
01-08-2022,2,P1,282,13933.62,AquaPure,Customer_667
01-08-2022,2,P1,180,3776.4,AquaPure,Customer_844
01-08-2022,2,P1,129,3572.01,AquaPure,Customer_912
01-08-2022,2,P1,225,10500.75,AquaPure,Customer_383
01-08-2022,3,P10,443,5652.68,FreshSeal,Customer_77
01-08-2022,3,P10,122,5993.86,FreshSeal,Customer_820
01-08-2022,3,P10,417,15737.58,FreshSeal,Customer_969
01-08-2022,3,P10,287,12295.08,FreshSeal,Customer_128
01-08-2022,3,P11,354,11540.4,LightLoom,Customer_370
01-08-2022,3,P11,61,657.58,LightLoom,Customer_653
01-08-2022,3,P11,290,9343.8,LightLoom,Customer_411
01-08-2022,3,P11,72,3166.56,LightLoom,Customer_462
01-08-2022,3,P12,220,6765,ActiveGear,Customer_609
01-08-2022,3,P12,58,704.12,ActiveGear,Customer_679
01-08-2022,3,P12,254,6083.3,ActiveGear,Customer_638
01-08-2022,3,P12,105,3633,ActiveGear,Customer_796
01-08-2022,3,P13,380,4586.6,SafeShield,Customer_708
01-08-2022,3,P13,288,5647.68,SafeShield,Customer_625
01-08-2022,3,P14,80,1784,ThermaComfort,Customer_97
01-08-2022,3,P14,220,5167.8,ThermaComfort,Customer_814
01-08-2022,3,P14,39,856.83,ThermaComfort,Customer_723
01-08-2022,3,P14,99,3716.46,ThermaComfort,Customer_902
01-08-2022,3,P15,113,1705.17,GreenSprout,Customer_107
01-08-2022,3,P15,381,14135.1,GreenSprout,Customer_489
01-08-2022,4,P15,143,2094.95,GreenSprout,Customer_567
01-08-2022,4,P15,74,3167.94,GreenSprout,Customer_213
01-08-2022,4,P16,165,5288.25,ChillPod,Customer_165
01-08-2022,4,P16,82,3126.66,ChillPod,Customer_56
01-08-2022,4,P16,396,14600.52,ChillPod,Customer_31
01-08-2022,4,P17,281,8657.61,HydroMate,Customer_629
01-08-2022,4,P17,317,4266.82,HydroMate,Customer_522
01-08-2022,4,P17,83,3691.84,HydroMate,Customer_557
01-08-2022,4,P17,247,2721.94,HydroMate,Customer_718
01-08-2022,4,P18,236,7747.88,VisionGuard,Customer_178
01-08-2022,4,P18,27,1221.75,VisionGuard,Customer_94
01-08-2022,4,P18,182,6164.34,VisionGuard,Customer_341
01-08-2022,4,P18,254,11239.5,VisionGuard,Customer_957
01-08-2022,4,P19,339,14275.29,ZipTask,Customer_803
01-08-2022,4,P19,344,16952.32,ZipTask,Customer_867
01-08-2022,4,P19,297,5729.13,ZipTask,Customer_755
01-08-2022,4,P2,24,871.92,EcoBreeze,Customer_832
01-08-2022,4,P2,113,2664.54,EcoBreeze,Customer_842
01-08-2022,4,P2,388,15787.72,EcoBreeze,Customer_48
01-08-2022,4,P20,309,4406.34,MotionPeak,Customer_336
01-08-2022,1,P20,62,1421.04,MotionPeak,Customer_903
01-08-2022,1,P20,393,15492.06,MotionPeak,Customer_478
01-08-2022,1,P20,356,12417.28,MotionPeak,Customer_209
01-08-2022,1,P21,307,7714.91,FitCore,Customer_980
01-08-2022,1,P21,175,3984.75,FitCore,Customer_695
01-08-2022,1,P21,318,7110.48,FitCore,Customer_658
01-08-2022,1,P22,317,11877.99, SnapPro,Customer_904
01-08-2022,1,P22,213,8965.17, SnapPro,Customer_311
01-08-2022,1,P22,391,7413.36, SnapPro,Customer_40
01-08-2022,1,P23,159,1973.19,SolarBright,Customer_534
01-08-2022,2,P23,196,5825.12,SolarBright,Customer_942
01-08-2022,2,P23,327,6471.33,SolarBright,Customer_857
01-08-2022,2,P24,305,13758.55,UltraGrip,Customer_862
01-08-2022,2,P24,412,11840.88,UltraGrip,Customer_934
01-08-2022,2,P24,123,3886.8,UltraGrip,Customer_722
01-08-2022,2,P24,303,12477.54,UltraGrip,Customer_974
01-08-2022,2,P25,147,6043.17,DreamRest,Customer_509
01-08-2022,2,P25,452,11851.44,DreamRest,Customer_909
01-08-2022,2,P25,153,3867.84,DreamRest,Customer_523
01-08-2022,2,P25,77,3626.7,DreamRest,Customer_193
01-08-2022,2,P26,145,6433.65,BrewEase,Customer_341
01-08-2022,2,P26,92,3184.12,BrewEase,Customer_125
01-08-2022,2,P26,324,10530,BrewEase,Customer_100
01-08-2022,2,P26,306,4987.8,BrewEase,Customer_974
01-08-2022,2,P27,299,10892.57,SmartChef,Customer_961
01-08-2022,2,P27,179,8343.19,SmartChef,Customer_211
01-08-2022,2,P27,192,2254.08,SmartChef,Customer_312
01-08-2022,2,P27,400,19780,SmartChef,Customer_917
01-08-2022,2,P28,423,7893.18,TechVault,Customer_679
01-08-2022,2,P28,156,1767.48,TechVault,Customer_968
01-08-2022,2,P28,247,3522.22,TechVault,Customer_789
01-08-2022,3,P28,293,10495.26,TechVault,Customer_543
01-08-2022,3,P29,239,11075.26,HomeHaven,Customer_571
01-08-2022,3,P29,346,17078.56,HomeHaven,Customer_464
01-08-2022,3,P29,315,5515.65,HomeHaven,Customer_1
01-08-2022,3,P3,376,15055.04,SwiftCharger,Customer_960
01-08-2022,3,P3,405,16908.75,SwiftCharger,Customer_72
01-08-2022,3,P3,131,4034.8,SwiftCharger,Customer_506
01-08-2022,3,P3,229,8424.91,SwiftCharger,Customer_572
01-08-2022,3,P30,122,5735.22,PureGlow,Customer_849
01-08-2022,3,P30,249,6914.73,PureGlow,Customer_614
01-08-2022,3,P30,393,16466.7,PureGlow,Customer_931
01-08-2022,3,P31,493,14508.99,VitalCore,Customer_722
01-08-2022,3,P31,46,1871.28,VitalCore,Customer_172
01-08-2022,3,P31,201,5589.81,VitalCore,Customer_21
01-08-2022,3,P32,126,2022.3,CleanEdge,Customer_428
01-08-2022,3,P32,152,7037.6,CleanEdge,Customer_789
01-08-2022,3,P32,333,4072.59,CleanEdge,Customer_989
01-08-2022,3,P32,130,3385.2,CleanEdge,Customer_148
01-08-2022,3,P33,24,433.2,QuickBrew,Customer_56
01-08-2022,1,P33,136,2520.08,QuickBrew,Customer_6
01-08-2022,1,P33,26,370.5,QuickBrew,Customer_386
01-08-2022,1,P33,41,534.23,QuickBrew,Customer_729
01-08-2022,1,P34,103,3389.73,GlowEase,Customer_75
01-08-2022,1,P34,346,12065.02,GlowEase,Customer_948
01-08-2022,1,P34,64,988.16,GlowEase,Customer_672
01-08-2022,1,P34,345,6268.65,GlowEase,Customer_492
01-08-2022,1,P35,241,3275.19,TaskPro,Customer_805
01-08-2022,1,P35,66,1757.58,TaskPro,Customer_276
01-08-2022,1,P35,305,9933.85,TaskPro,Customer_692
01-08-2022,1,P36,335,12659.65,BrightWay,Customer_806
01-08-2022,1,P36,147,5078.85,BrightWay,Customer_981
01-08-2022,1,P36,267,11881.5,BrightWay,Customer_372
01-08-2022,1,P36,122,3646.58,BrightWay,Customer_141
01-08-2022,1,P37,55,2368.3,SoundSphere,Customer_912
01-08-2022,1,P37,198,9108,SoundSphere,Customer_867
01-08-2022,2,P37,349,3612.15,SoundSphere,Customer_307
01-08-2022,2,P37,400,15992,SoundSphere,Customer_444
01-08-2022,2,P38,427,8241.1,LuxeLine,Customer_630
01-08-2022,2,P38,219,4774.2,LuxeLine,Customer_590
01-08-2022,2,P38,204,5377.44,LuxeLine,Customer_749
01-08-2022,2,P38,20,273.8,LuxeLine,Customer_475
01-08-2022,2,P39,494,4999.28,SnapEase,Customer_49
01-08-2022,2,P39,274,6000.6,SnapEase,Customer_266
01-08-2022,2,P39,196,3253.6,SnapEase,Customer_391
01-08-2022,2,P39,495,6385.5,SnapEase,Customer_327
01-08-2022,2,P4,225,10939.5,GlowSkin,Customer_863
01-08-2022,2,P4,196,8782.76,GlowSkin,Customer_577
01-08-2022,2,P4,275,5148,GlowSkin,Customer_936
01-08-2022,2,P4,244,4265.12,GlowSkin,Customer_829
01-08-2022,2,P40,112,4317.6,ChillEase,Customer_484
01-08-2022,2,P40,138,6444.6,ChillEase,Customer_946
01-08-2022,2,P40,199,9830.6,ChillEase,Customer_164
01-08-2022,2,P40,87,3601.8,ChillEase,Customer_220
01-08-2022,2,P41,23,307.97,GearFlex,Customer_953
01-08-2022,2,P41,458,21736.68,GearFlex,Customer_917
01-08-2022,2,P41,370,10459.9,GearFlex,Customer_795
01-08-2022,2,P41,145,6339.4,GearFlex,Customer_808
01-08-2022,3,P42,354,17296.44,StyleCore,Customer_27
01-08-2022,3,P42,296,7456.24,StyleCore,Customer_13
01-08-2022,3,P42,265,3296.6,StyleCore,Customer_335
01-08-2022,3,P43,383,10318.02,FlexGuard,Customer_102
01-08-2022,3,P43,161,5156.83,FlexGuard,Customer_64
01-08-2022,3,P43,151,4886.36,FlexGuard,Customer_33
01-08-2022,3,P43,73,770.15,FlexGuard,Customer_162
01-08-2022,3,P44,284,11181.08,SnapFit,Customer_643
01-08-2022,3,P44,279,3889.26,SnapFit,Customer_677
01-08-2022,3,P44,60,2301,SnapFit,Customer_327
01-08-2022,3,P44,308,7302.68,SnapFit,Customer_523
01-08-2022,3,P45,360,10623.6,GreenEase,Customer_148
01-08-2022,3,P45,397,15538.58,GreenEase,Customer_51
01-08-2022,3,P45,283,12542.56,GreenEase,Customer_249
01-08-2022,3,P45,81,2031.48,GreenEase,Customer_498
01-08-2022,3,P46,486,6692.22,CozyLux,Customer_85
01-08-2022,3,P46,211,7100.15,CozyLux,Customer_735
01-08-2022,3,P46,223,3251.34,CozyLux,Customer_877
01-08-2022,3,P47,108,2054.16,PowerSnap,Customer_254
01-08-2022,3,P47,68,2984.52,PowerSnap,Customer_586
01-08-2022,3,P47,224,6619.2,PowerSnap,Customer_463
01-08-2022,3,P48,200,5414,VisionEase,Customer_160
01-08-2022,3,P48,317,14122.35,VisionEase,Customer_251
01-08-2022,3,P48,42,1292.34,VisionEase,Customer_625
01-08-2022,3,P48,295,5141.85,VisionEase,Customer_590
01-08-2022,4,P49,295,4720,SwiftLift,Customer_489
01-08-2022,4,P49,424,20462.24,SwiftLift,Customer_684
01-08-2022,4,P49,36,1361.88,SwiftLift,Customer_190
01-08-2022,4,P49,365,17384.95,SwiftLift,Customer_248
01-08-2022,4,P5,94,2159.18,NutriBlend,Customer_150
01-08-2022,4,P5,91,3686.41,NutriBlend,Customer_54
01-08-2022,4,P5,321,7800.3,NutriBlend,Customer_718
01-08-2022,4,P5,302,5248.76,NutriBlend,Customer_804
01-08-2022,4,P50,389,15637.8,HandyPro,Customer_964
01-08-2022,4,P50,440,15048,HandyPro,Customer_532
01-08-2022,4,P6,271,10154.37,PowerDrive,Customer_251
01-08-2022,4,P6,312,7151.04,PowerDrive,Customer_313
01-08-2022,4,P6,185,5237.35,PowerDrive,Customer_58
01-08-2022,4,P7,208,4661.28,EasyTask,Customer_392
01-08-2022,4,P7,34,585.82,EasyTask,Customer_645
01-08-2022,4,P7,142,4207.46,EasyTask,Customer_452
01-08-2022,4,P7,317,14699.29,EasyTask,Customer_406
01-08-2022,4,P8,396,10264.32,GlowNest,Customer_781
01-08-2022,4,P8,306,10529.46,GlowNest,Customer_943
01-08-2022,4,P8,205,6890.05,GlowNest,Customer_770
01-08-2022,4,P9,325,12008.75,PureCare,Customer_561
01-08-2022,4,P9,165,6553.8,PureCare,Customer_227
01-08-2022,1,P9,87,3599.19,PureCare,Customer_489
01-09-2022,1,P1,331,8212.11,AquaPure,Customer_532
01-09-2022,1,P1,163,2950.3,AquaPure,Customer_630
01-09-2022,1,P1,191,8484.22,AquaPure,Customer_852
01-09-2022,1,P10,212,8304.04,FreshSeal,Customer_350
01-09-2022,1,P10,282,3226.08,FreshSeal,Customer_938
01-09-2022,1,P10,342,13898.88,FreshSeal,Customer_905
01-09-2022,1,P10,427,14253.26,FreshSeal,Customer_439
01-09-2022,1,P11,48,540.96,LightLoom,Customer_992
01-09-2022,1,P11,118,5430.36,LightLoom,Customer_399
01-09-2022,1,P11,115,4626.45,LightLoom,Customer_431
01-09-2022,1,P11,20,201.8,LightLoom,Customer_751
01-09-2022,1,P12,171,6433.02,ActiveGear,Customer_872
01-09-2022,1,P12,253,5540.7,ActiveGear,Customer_746
01-09-2022,1,P12,398,18487.1,ActiveGear,Customer_457
01-09-2022,1,P13,287,11833.01,SafeShield,Customer_76
01-09-2022,1,P13,444,20441.76,SafeShield,Customer_39
01-09-2022,1,P13,71,3063.65,SafeShield,Customer_509
01-09-2022,1,P14,254,5382.26,ThermaComfort,Customer_273
01-09-2022,1,P14,149,4876.77,ThermaComfort,Customer_979
01-09-2022,3,P14,214,7828.12,ThermaComfort,Customer_249
01-09-2022,3,P14,475,7148.75,ThermaComfort,Customer_558
01-09-2022,3,P15,219,10665.3,GreenSprout,Customer_900
01-09-2022,3,P15,105,3593.1,GreenSprout,Customer_668
01-09-2022,3,P15,32,492.16,GreenSprout,Customer_730
01-09-2022,3,P15,122,4027.22,GreenSprout,Customer_268
01-09-2022,3,P16,261,7083.54,ChillPod,Customer_481
01-09-2022,3,P16,390,12815.4,ChillPod,Customer_897
01-09-2022,3,P16,370,15621.4,ChillPod,Customer_99
01-09-2022,3,P17,154,2242.24,HydroMate,Customer_821
01-09-2022,3,P17,241,7025.15,HydroMate,Customer_391
01-09-2022,3,P17,301,3064.18,HydroMate,Customer_174
01-09-2022,3,P18,102,1123.02,VisionGuard,Customer_792
01-09-2022,3,P18,280,3530.8,VisionGuard,Customer_140
01-09-2022,3,P18,342,12335.94,VisionGuard,Customer_198
01-09-2022,4,P18,250,6145,VisionGuard,Customer_15
01-09-2022,4,P19,181,4186.53,ZipTask,Customer_103
01-09-2022,4,P19,368,13008.8,ZipTask,Customer_449
01-09-2022,4,P19,313,15374.56,ZipTask,Customer_360
01-09-2022,4,P19,354,15239.7,ZipTask,Customer_834
01-09-2022,4,P2,234,11152.44,EcoBreeze,Customer_97
01-09-2022,4,P2,259,6078.73,EcoBreeze,Customer_609
01-09-2022,4,P2,274,10401.04,EcoBreeze,Customer_195
01-09-2022,4,P2,249,5268.84,EcoBreeze,Customer_541
01-09-2022,4,P20,306,11389.32,MotionPeak,Customer_563
01-09-2022,4,P20,302,9120.4,MotionPeak,Customer_498
01-09-2022,4,P20,340,8755,MotionPeak,Customer_331
01-09-2022,4,P21,153,3086.01,FitCore,Customer_453
01-09-2022,4,P21,312,11506.56,FitCore,Customer_274
01-09-2022,4,P21,294,12274.5,FitCore,Customer_683
01-09-2022,4,P21,438,13740.06,FitCore,Customer_299
01-09-2022,4,P22,305,9592.25, SnapPro,Customer_798
01-09-2022,4,P22,283,3653.53, SnapPro,Customer_544
01-09-2022,4,P22,332,15796.56, SnapPro,Customer_346
01-09-2022,4,P23,383,5829.26,SolarBright,Customer_798
01-09-2022,4,P23,90,2751.3,SolarBright,Customer_501
01-09-2022,4,P23,377,4629.56,SolarBright,Customer_966
01-09-2022,1,P23,339,11980.26,SolarBright,Customer_459
01-09-2022,1,P24,446,21631,UltraGrip,Customer_415
01-09-2022,1,P24,34,1128.12,UltraGrip,Customer_104
01-09-2022,1,P24,229,4593.74,UltraGrip,Customer_90
01-09-2022,1,P24,311,14694.75,UltraGrip,Customer_554
01-09-2022,1,P25,284,12768.64,DreamRest,Customer_728
01-09-2022,1,P25,237,6567.27,DreamRest,Customer_622
01-09-2022,1,P25,417,7852.11,DreamRest,Customer_470
01-09-2022,1,P25,222,5965.14,DreamRest,Customer_941
01-09-2022,1,P26,225,10894.5,BrewEase,Customer_79
01-09-2022,1,P26,467,18325.08,BrewEase,Customer_921
01-09-2022,1,P26,431,9585.44,BrewEase,Customer_23
01-09-2022,1,P26,76,3540.08,BrewEase,Customer_772
01-09-2022,1,P27,180,4048.2,SmartChef,Customer_732
01-09-2022,1,P27,199,5162.06,SmartChef,Customer_225
01-09-2022,1,P28,343,6829.13,TechVault,Customer_574
01-09-2022,1,P28,283,12426.53,TechVault,Customer_425
01-09-2022,1,P28,354,15738.84,TechVault,Customer_402
01-09-2022,1,P28,430,6093.1,TechVault,Customer_974
01-09-2022,1,P29,399,9496.2,HomeHaven,Customer_770
01-09-2022,1,P29,204,10104.12,HomeHaven,Customer_922
01-09-2022,1,P29,441,8348.13,HomeHaven,Customer_971
01-09-2022,2,P29,91,3735.55,HomeHaven,Customer_825
01-09-2022,2,P3,246,4912.62,SwiftCharger,Customer_183
01-09-2022,2,P3,329,9514.68,SwiftCharger,Customer_22
01-09-2022,2,P3,416,6959.68,SwiftCharger,Customer_977
01-09-2022,2,P3,231,8482.32,SwiftCharger,Customer_211
01-09-2022,2,P30,437,6515.67,PureGlow,Customer_315
01-09-2022,2,P30,393,9656.01,PureGlow,Customer_237
01-09-2022,2,P30,347,3508.17,PureGlow,Customer_742
01-09-2022,2,P30,56,1267.84,PureGlow,Customer_186
01-09-2022,2,P31,378,14571.9,VitalCore,Customer_24
01-09-2022,2,P31,365,3774.1,VitalCore,Customer_241
01-09-2022,2,P31,406,11660.32,VitalCore,Customer_796
01-09-2022,2,P32,391,17786.59,CleanEdge,Customer_466
01-09-2022,2,P32,373,5904.59,CleanEdge,Customer_891
01-09-2022,2,P33,68,1854.36,QuickBrew,Customer_681
01-09-2022,2,P33,262,8093.18,QuickBrew,Customer_690
01-09-2022,2,P33,380,13908,QuickBrew,Customer_614
01-09-2022,2,P33,158,6244.16,QuickBrew,Customer_900
01-09-2022,2,P34,230,9869.3,GlowEase,Customer_874
01-09-2022,2,P34,358,13389.2,GlowEase,Customer_887
01-09-2022,3,P34,213,4279.17,GlowEase,Customer_620
01-09-2022,3,P34,215,8640.85,GlowEase,Customer_895
01-09-2022,3,P35,159,6690.72,TaskPro,Customer_527
01-09-2022,3,P35,245,11755.1,TaskPro,Customer_769
01-09-2022,3,P35,135,4561.65,TaskPro,Customer_863
01-09-2022,3,P36,374,5307.06,BrightWay,Customer_579
01-09-2022,3,P36,101,2050.3,BrightWay,Customer_620
01-09-2022,3,P36,168,6424.32,BrightWay,Customer_541
01-09-2022,3,P37,208,3793.92,SoundSphere,Customer_25
01-09-2022,3,P37,227,7718,SoundSphere,Customer_61
01-09-2022,3,P37,156,6399.12,SoundSphere,Customer_361
01-09-2022,3,P37,456,17843.28,SoundSphere,Customer_11
01-09-2022,3,P38,97,1278.46,LuxeLine,Customer_97
01-09-2022,3,P38,187,7745.54,LuxeLine,Customer_708
01-09-2022,3,P38,259,8280.23,LuxeLine,Customer_665
01-09-2022,4,P38,375,6528.75,LuxeLine,Customer_969
01-09-2022,4,P39,313,12538.78,SnapEase,Customer_985
01-09-2022,4,P39,315,7824.6,SnapEase,Customer_568
01-09-2022,4,P39,252,9384.48,SnapEase,Customer_704
01-09-2022,4,P39,103,2995.24,SnapEase,Customer_518
01-09-2022,4,P4,80,2996.8,GlowSkin,Customer_974
01-09-2022,4,P4,288,8651.52,GlowSkin,Customer_836
01-09-2022,4,P4,327,4826.52,GlowSkin,Customer_718
01-09-2022,4,P40,85,867.85,ChillEase,Customer_863
01-09-2022,4,P40,436,9212.68,ChillEase,Customer_57
01-09-2022,4,P40,82,2469.02,ChillEase,Customer_301
01-09-2022,4,P40,306,7793.82,ChillEase,Customer_333
01-09-2022,4,P41,113,2151.52,GearFlex,Customer_576
01-09-2022,4,P41,211,5281.33,GearFlex,Customer_323
01-09-2022,4,P41,92,3985.44,GearFlex,Customer_404
01-09-2022,4,P42,157,5364.69,StyleCore,Customer_990
01-09-2022,4,P42,48,1096.32,StyleCore,Customer_62
01-09-2022,4,P42,200,8532,StyleCore,Customer_839
01-09-2022,1,P43,255,5321.85,FlexGuard,Customer_280
01-09-2022,1,P43,271,6460.64,FlexGuard,Customer_560
01-09-2022,1,P43,241,5938.24,FlexGuard,Customer_648
01-09-2022,1,P44,250,5665,SnapFit,Customer_792
01-09-2022,1,P44,173,2041.4,SnapFit,Customer_446
01-09-2022,1,P44,245,11902.1,SnapFit,Customer_410
01-09-2022,1,P45,37,892.44,GreenEase,Customer_102
01-09-2022,1,P45,218,8290.54,GreenEase,Customer_468
01-09-2022,1,P45,114,2391.72,GreenEase,Customer_911
01-09-2022,1,P45,328,9669.44,GreenEase,Customer_457
01-09-2022,1,P46,92,2079.2,CozyLux,Customer_658
01-09-2022,1,P46,341,5200.25,CozyLux,Customer_694
01-09-2022,1,P46,312,10745.28,CozyLux,Customer_728
01-09-2022,1,P46,351,15100.02,CozyLux,Customer_789
01-09-2022,1,P47,356,17554.36,PowerSnap,Customer_985
01-09-2022,1,P47,136,5200.64,PowerSnap,Customer_651
01-09-2022,1,P47,494,9198.28,PowerSnap,Customer_467
01-09-2022,1,P47,25,951,PowerSnap,Customer_958
01-09-2022,1,P48,294,3622.08,VisionEase,Customer_657
01-09-2022,2,P48,122,5618.1,VisionEase,Customer_920
01-09-2022,2,P48,342,14384.52,VisionEase,Customer_914
01-09-2022,2,P48,65,2456.35,VisionEase,Customer_110
01-09-2022,2,P49,212,6595.32,SwiftLift,Customer_544
01-09-2022,2,P49,345,7596.9,SwiftLift,Customer_379
01-09-2022,2,P49,395,19256.25,SwiftLift,Customer_193
01-09-2022,2,P5,337,12559.99,NutriBlend,Customer_79
01-09-2022,2,P5,129,5345.76,NutriBlend,Customer_224
01-09-2022,2,P5,166,2549.76,NutriBlend,Customer_468
